80237,󶇄
80238,󶇅
80239,󶇆
80240,󶇇
80241,󶇈
80242,󶇉
80243,󶇊
80244,󶇋
80245,󶇌
80246,󶇍
80247,󶇎
80248,󶇏
80249,󶇐
80250,󶇑
80251,󶇒
80252,󶇓
80253,󶇔
80254,󶇕
80255,NA
80256,NA
80257,NA
80258,NA
80259,NA
80260,NA
80261,NA
80262,NA
80263,NA
80264,NA
80265,NA
80266,NA
80267,NA
80268,NA
80269,NA
80270,NA
80271,NA
80272,NA
80273,NA
80274,NA
80275,NA
80276,NA
80277,NA
80278,NA
80279,NA
80280,NA
80281,NA
80282,NA
80283,NA
80284,NA
80285,NA
80286,NA
80287,NA
80288,NA
80289,NA
80290,NA
80291,NA
80292,NA
80293,NA
80294,NA
80295,NA
80296,NA
80297,NA
80298,NA
80299,NA
80300,NA
80301,NA
80302,NA
80303,NA
80304,NA
80305,NA
80306,NA
80307,NA
80308,NA
80309,NA
80310,NA
80311,NA
80312,NA
80313,NA
80314,NA
80315,NA
80316,NA
80317,NA
80318,NA
80319,NA
80320,NA
80321,NA
80322,NA
80323,NA
80324,NA
80325,NA
80326,NA
80327,NA
80328,NA
80329,NA
80330,NA
80331,NA
80332,NA
80333,NA
80334,NA
80335,NA
80336,NA
80337,NA
80338,NA
80339,NA
80340,NA
80341,NA
80342,NA
80343,NA
80344,NA
80345,NA
80346,NA
80347,NA
80348,NA
80349,NA
80350,NA
80351,NA
80352,NA
80353,NA
80354,NA
80355,NA
80356,NA
80357,NA
80358,NA
80359,NA
80360,NA
80361,NA
80362,NA
80363,NA
80364,NA
80365,NA
80366,NA
80367,NA
80368,NA
80369,NA
80370,NA
80371,NA
80372,NA
80373,NA
80374,NA
80375,NA
80376,NA
80377,NA
80378,NA
80379,NA
80380,NA
80381,NA
80382,NA
80383,NA
80384,NA
80385,NA
80386,NA
80387,NA
80388,NA
80389,NA
80390,NA
80391,NA
80392,NA
80393,NA
80394,NA
80395,NA
80396,NA
80397,NA
80398,NA
80399,NA
80400,NA
80401,NA
80402,NA
80403,NA
80404,NA
80405,NA
80406,NA
80407,NA
80408,NA
80409,NA
80410,NA
80411,NA
80412,NA
80413,NA
80414,NA
80415,NA
80416,NA
80417,󶇖
80418,󶇗
80419,󶇘
80420,󶇙
80421,󶇚
80422,󶇛
80423,󶇜
80424,󶇝
80425,󶇞
80426,󶇟
80427,󶇠
80428,󶇡
80429,󶇢
80430,󶇣
80431,󶇤
80432,󶇥
80433,󶇦
80434,󶇧
80435,󶇨
80436,󶇩
80437,󶇪
80438,󶇫
80439,󶇬
80440,󶇭
80441,󶇮
80442,󶇯
80443,󶇰
80444,󶇱
80445,󶇲
80446,󶇳
80447,󶇴
80448,󶇵
80449,󶇶
80450,󶇷
80451,󶇸
80452,󶇹
80453,󶇺
80454,󶇻
80455,󶇼
80456,󶇽
80457,󶇾
80458,󶇿
80459,󶈀
80460,󶈁
80461,󶈂
80462,󶈃
80463,󶈄
80464,NA
80465,NA
80466,NA
80467,NA
80468,NA
80469,NA
80470,NA
80471,NA
80472,NA
80473,NA
80474,NA
80475,NA
80476,NA
80477,NA
80478,NA
80479,NA
80480,NA
80481,NA
80482,NA
80483,NA
80484,NA
80485,NA
80486,NA
80487,NA
80488,NA
80489,NA
80490,NA
80491,NA
80492,NA
80493,NA
80494,NA
80495,NA
80496,NA
80497,NA
80498,NA
80499,NA
80500,NA
80501,NA
80502,NA
80503,NA
80504,NA
80505,NA
80506,NA
80507,NA
80508,NA
80509,NA
80510,NA
80511,NA
80512,NA
80513,NA
80514,NA
80515,NA
80516,NA
80517,NA
80518,NA
80519,NA
80520,NA
80521,NA
80522,NA
80523,NA
80524,NA
80525,NA
80526,NA
80527,NA
80528,NA
80529,NA
80530,NA
80531,NA
80532,NA
80533,NA
80534,NA
80535,NA
80536,NA
80537,NA
80538,NA
80539,NA
80540,NA
80541,NA
80542,NA
80543,NA
80544,NA
80545,NA
80546,NA
80547,NA
80548,NA
80549,NA
80550,NA
80551,NA
80552,NA
80553,NA
80554,NA
80555,NA
80556,NA
80557,NA
80558,NA
80559,NA
80560,NA
80561,NA
80562,NA
80563,NA
80564,NA
80565,NA
80566,NA
80567,NA
80568,NA
80569,NA
80570,NA
80571,NA
80572,NA
80573,NA
80574,NA
80575,NA
80576,NA
80577,NA
80578,NA
80579,NA
80580,NA
80581,NA
80582,NA
80583,NA
80584,NA
80585,NA
80586,NA
80587,NA
80588,NA
80589,NA
80590,NA
80591,NA
80592,NA
80593,NA
80594,NA
80595,NA
80596,NA
80597,NA
80598,NA
80599,NA
80600,NA
80601,NA
80602,NA
80603,NA
80604,NA
80605,NA
80606,NA
80607,NA
80608,NA
80609,NA
80610,NA
80611,NA
80612,NA
80613,NA
80614,NA
80615,NA
80616,NA
80617,NA
80618,NA
80619,NA
80620,NA
80621,NA
80622,NA
80623,NA
80624,NA
80625,NA
80626,NA
80627,NA
80628,NA
80629,NA
80630,NA
80631,NA
80632,NA
80633,NA
80634,NA
80635,NA
80636,NA
80637,NA
80638,NA
80639,NA
80640,NA
80641,NA
80642,NA
80643,NA
80644,NA
80645,NA
80646,NA
80647,NA
80648,NA
80649,NA
80650,NA
80651,NA
80652,NA
80653,NA
80654,NA
80655,NA
80656,NA
80657,NA
80658,NA
80659,NA
80660,NA
80661,NA
80662,NA
80663,NA
80664,NA
80665,NA
80666,NA
80667,NA
80668,NA
80669,NA
80670,NA
80671,NA
80672,NA
80673,NA
80674,NA
80675,NA
80676,NA
80677,NA
80678,NA
80679,NA
80680,NA
80681,NA
80682,NA
80683,NA
80684,NA
80685,NA
80686,NA
80687,NA
80688,NA
80689,NA
80690,NA
80691,NA
80692,NA
80693,NA
80694,NA
80695,NA
80696,NA
80697,NA
80698,NA
80699,NA
80700,NA
80701,NA
80702,NA
80703,NA
80704,NA
80705,NA
80706,NA
80707,NA
80708,NA
80709,NA
80710,NA
80711,NA
80712,NA
80713,NA
80714,NA
80715,NA
80716,NA
80717,NA
80718,NA
80719,NA
80720,NA
80721,NA
80722,NA
80723,NA
80724,NA
80725,NA
80726,NA
80727,NA
80728,NA
80729,NA
80730,NA
80731,NA
80732,NA
80733,NA
80734,NA
80735,NA
80736,NA
80737,NA
80738,NA
80739,NA
80740,NA
80741,NA
80742,NA
80743,NA
80744,NA
80745,NA
80746,NA
80747,NA
80748,NA
80749,NA
80750,NA
80751,NA
80752,NA
80753,NA
80754,NA
80755,NA
80756,NA
80757,NA
80758,NA
80759,NA
80760,NA
80761,NA
80762,NA
80763,NA
80764,NA
80765,NA
80766,NA
80767,NA
80768,NA
80769,NA
80770,NA
80771,NA
80772,NA
80773,NA
80774,NA
80775,NA
80776,NA
80777,NA
80778,NA
80779,NA
80780,NA
80781,NA
80782,NA
80783,NA
80784,NA
80785,NA
80786,NA
80787,NA
80788,NA
80789,NA
80790,NA
80791,NA
80792,NA
80793,NA
80794,NA
80795,NA
80796,NA
80797,NA
80798,NA
80799,NA
80800,NA
80801,NA
80802,NA
80803,NA
80804,NA
80805,NA
80806,NA
80807,NA
80808,NA
80809,NA
80810,NA
80811,NA
80812,NA
80813,NA
80814,NA
80815,NA
80816,NA
80817,NA
80818,NA
80819,NA
80820,NA
80821,NA
80822,NA
80823,NA
80824,NA
80825,NA
80826,NA
80827,NA
80828,NA
80829,NA
80830,NA
80831,NA
80832,NA
80833,NA
80834,NA
80835,NA
80836,NA
80837,NA
80838,NA
80839,NA
80840,NA
80841,NA
80842,NA
80843,NA
80844,NA
80845,NA
80846,NA
80847,NA
80848,NA
80849,NA
80850,NA
80851,NA
80852,NA
80853,NA
80854,NA
80855,NA
80856,NA
80857,NA
80858,NA
80859,NA
80860,NA
80861,NA
80862,NA
80863,NA
80864,NA
80865,NA
80866,NA
80867,NA
80868,NA
80869,NA
80870,NA
80871,NA
80872,NA
80873,NA
80874,NA
80875,NA
80876,NA
80877,NA
80878,NA
80879,NA
80880,NA
80881,NA
80882,NA
80883,NA
80884,NA
80885,NA
80886,NA
80887,NA
80888,NA
80889,NA
80890,NA
80891,NA
80892,NA
80893,NA
80894,NA
80895,NA
80896,NA
80897,NA
80898,NA
80899,NA
80900,NA
80901,NA
80902,NA
80903,NA
80904,NA
80905,NA
80906,NA
80907,NA
80908,NA
80909,NA
80910,NA
80911,NA
80912,NA
80913,NA
80914,NA
80915,NA
80916,NA
80917,NA
80918,NA
80919,NA
80920,NA
80921,NA
80922,NA
80923,NA
80924,NA
80925,NA
80926,NA
80927,NA
80928,NA
80929,NA
80930,NA
80931,NA
80932,NA
80933,NA
80934,NA
80935,NA
80936,NA
80937,NA
80938,NA
80939,NA
80940,NA
80941,NA
80942,NA
80943,NA
80944,NA
80945,NA
80946,NA
80947,NA
80948,NA
80949,NA
80950,NA
80951,NA
80952,NA
80953,NA
80954,NA
80955,NA
80956,NA
80957,NA
80958,NA
80959,NA
80960,NA
80961,NA
80962,NA
80963,NA
80964,NA
80965,NA
80966,NA
80967,NA
80968,NA
80969,NA
80970,NA
80971,NA
80972,NA
80973,NA
80974,NA
80975,NA
80976,NA
80977,NA
80978,NA
80979,NA
80980,NA
80981,NA
80982,NA
80983,NA
80984,NA
80985,NA
80986,NA
80987,NA
80988,NA
80989,NA
80990,NA
80991,NA
80992,NA
80993,NA
80994,NA
80995,NA
80996,NA
80997,NA
80998,NA
80999,NA
81000,NA
81001,NA
81002,NA
81003,NA
81004,NA
81005,NA
81006,NA
81007,NA
81008,NA
81009,NA
81010,NA
81011,NA
81012,NA
81013,NA
81014,NA
81015,NA
81016,NA
81017,NA
81018,NA
81019,NA
81020,NA
81021,NA
81022,NA
81023,NA
81024,NA
81025,NA
81026,NA
81027,NA
81028,NA
81029,NA
81030,NA
81031,NA
81032,NA
81033,NA
81034,NA
81035,NA
81036,NA
81037,NA
81038,NA
81039,NA
81040,NA
81041,NA
81042,NA
81043,NA
81044,NA
81045,NA
81046,NA
81047,NA
81048,NA
81049,NA
81050,NA
81051,NA
81052,NA
81053,NA
81054,NA
81055,NA
81056,NA
81057,NA
81058,NA
81059,NA
81060,NA
81061,NA
81062,NA
81063,NA
81064,NA
81065,NA
81066,NA
81067,NA
81068,NA
81069,NA
81070,NA
81071,NA
81072,NA
81073,NA
81074,NA
81075,NA
81076,NA
81077,NA
81078,NA
81079,NA
81080,NA
81081,NA
81082,NA
81083,NA
81084,NA
81085,NA
81086,NA
81087,NA
81088,NA
81089,NA
81090,NA
81091,NA
81092,NA
81093,NA
81094,NA
81095,NA
81096,NA
81097,NA
81098,NA
81099,NA
81100,NA
81101,NA
81102,NA
81103,NA
81104,NA
81105,NA
81106,NA
81107,NA
81108,NA
81109,NA
81110,NA
81111,NA
81112,NA
81113,NA
81114,NA
81115,NA
81116,NA
81117,NA
81118,NA
81119,NA
81120,NA
81121,NA
81122,NA
81123,NA
81124,NA
81125,NA
81126,NA
81127,NA
81128,NA
81129,NA
81130,NA
81131,NA
81132,NA
81133,NA
81134,NA
81135,NA
81136,NA
81137,NA
81138,NA
81139,NA
81140,NA
81141,NA
81142,NA
81143,NA
81144,NA
81145,NA
81146,NA
81147,NA
81148,NA
81149,NA
81150,NA
81151,NA
81152,NA
81153,NA
81154,NA
81155,NA
81156,NA
81157,NA
81158,NA
81159,NA
81160,NA
81161,NA
81162,NA
81163,NA
81164,NA
81165,NA
81166,NA
81167,NA
81168,NA
81169,NA
81170,NA
81171,NA
81172,NA
81173,NA
81174,NA
81175,NA
81176,NA
81177,NA
81178,NA
81179,NA
81180,NA
81181,NA
81182,NA
81183,NA
81184,NA
81185,NA
81186,NA
81187,NA
81188,NA
81189,NA
81190,NA
81191,NA
81192,NA
81193,NA
81194,NA
81195,NA
81196,NA
81197,NA
81198,NA
81199,NA
81200,NA
81201,NA
81202,NA
81203,NA
81204,NA
81205,NA
81206,NA
81207,NA
81208,NA
81209,NA
81210,NA
81211,NA
81212,NA
81213,NA
81214,NA
81215,NA
81216,NA
81217,NA
81218,NA
81219,NA
81220,NA
81221,NA
81222,NA
81223,NA
81224,NA
81225,NA
81226,NA
81227,NA
81228,NA
81229,NA
81230,NA
81231,NA
81232,NA
81233,NA
81234,NA
81235,NA
81236,NA
81237,NA
81238,NA
81239,NA
81240,NA
81241,NA
81242,NA
81243,NA
81244,NA
81245,NA
81246,NA
81247,NA
81248,NA
81249,NA
81250,NA
81251,NA
81252,NA
81253,NA
81254,NA
81255,NA
81256,NA
81257,NA
81258,NA
81259,NA
81260,NA
81261,NA
81262,NA
81263,NA
81264,NA
81265,NA
81266,NA
81267,NA
81268,NA
81269,NA
81270,NA
81271,NA
81272,NA
81273,NA
81274,NA
81275,NA
81276,NA
81277,NA
81278,NA
81279,NA
81280,NA
81281,NA
81282,NA
81283,NA
81284,NA
81285,NA
81286,NA
81287,NA
81288,NA
81289,NA
81290,NA
81291,NA
81292,NA
81293,NA
81294,NA
81295,NA
81296,NA
81297,NA
81298,NA
81299,NA
81300,NA
81301,NA
81302,NA
81303,NA
81304,NA
81305,NA
81306,NA
81307,NA
81308,NA
81309,NA
81310,NA
81311,NA
81312,NA
81313,NA
81314,NA
81315,NA
81316,NA
81317,NA
81318,NA
81319,NA
81320,NA
81321,NA
81322,NA
81323,NA
81324,NA
81325,NA
81326,NA
81327,NA
81328,NA
81329,NA
81330,NA
81331,NA
81332,NA
81333,NA
81334,NA
81335,NA
81336,NA
81337,NA
81338,NA
81339,NA
81340,NA
81341,NA
81342,NA
81343,NA
81344,NA
81345,NA
81346,NA
81347,NA
81348,NA
81349,NA
81350,NA
81351,NA
81352,NA
81353,NA
81354,NA
81355,NA
81356,NA
81357,NA
81358,NA
81359,NA
81360,NA
81361,NA
81362,NA
81363,NA
81364,NA
81365,NA
81366,NA
81367,NA
81368,NA
81369,NA
81370,NA
81371,NA
81372,NA
81373,NA
81374,NA
81375,NA
81376,NA
81377,NA
81378,NA
81379,NA
81380,NA
81381,NA
81382,NA
81383,NA
81384,NA
81385,NA
81386,NA
81387,NA
81388,NA
81389,NA
81390,NA
81391,NA
81392,NA
81393,NA
81394,NA
81395,NA
81396,NA
81397,NA
81398,NA
81399,NA
81400,NA
81401,NA
81402,NA
81403,NA
81404,NA
81405,NA
81406,NA
81407,NA
81408,NA
81409,NA
81410,NA
81411,NA
81412,NA
81413,NA
81414,NA
81415,NA
81416,NA
81417,NA
81418,NA
81419,NA
81420,NA
81421,NA
81422,NA
81423,NA
81424,NA
81425,NA
81426,NA
81427,NA
81428,NA
81429,NA
81430,NA
81431,NA
81432,NA
81433,NA
81434,NA
81435,NA
81436,NA
81437,NA
81438,NA
81439,NA
81440,NA
81441,NA
81442,NA
81443,NA
81444,NA
81445,NA
81446,NA
81447,NA
81448,NA
81449,NA
81450,NA
81451,NA
81452,NA
81453,NA
81454,NA
81455,NA
81456,NA
81457,NA
81458,NA
81459,NA
81460,NA
81461,NA
81462,NA
81463,NA
81464,NA
81465,NA
81466,NA
81467,NA
81468,NA
81469,NA
81470,NA
81471,NA
81472,NA
81473,NA
81474,NA
81475,NA
81476,NA
81477,NA
81478,NA
81479,NA
81480,NA
81481,NA
81482,NA
81483,NA
81484,NA
81485,NA
81486,NA
81487,NA
81488,NA
81489,NA
81490,NA
81491,NA
81492,NA
81493,NA
81494,NA
81495,NA
81496,NA
81497,NA
81498,NA
81499,NA
81500,NA
81501,NA
81502,NA
81503,NA
81504,NA
81505,NA
81506,NA
81507,NA
81508,NA
81509,NA
81510,NA
81511,NA
81512,NA
81513,NA
81514,NA
81515,NA
81516,NA
81517,NA
81518,NA
81519,NA
81520,NA
81521,NA
81522,NA
81523,NA
81524,NA
81525,NA
81526,NA
81527,NA
81528,NA
81529,NA
81530,NA
81531,NA
81532,NA
81533,NA
81534,NA
81535,NA
81536,NA
81537,NA
81538,NA
81539,NA
81540,NA
81541,NA
81542,NA
81543,NA
81544,NA
81545,NA
81546,NA
81547,NA
81548,NA
81549,NA
81550,NA
81551,NA
81552,NA
81553,NA
81554,NA
81555,NA
81556,NA
81557,NA
81558,NA
81559,NA
81560,NA
81561,NA
81562,NA
81563,NA
81564,NA
81565,NA
81566,NA
81567,NA
81568,NA
81569,NA
81570,NA
81571,NA
81572,NA
81573,NA
81574,NA
81575,NA
81576,NA
81577,NA
81578,NA
81579,NA
81580,NA
81581,NA
81582,NA
81583,NA
81584,NA
81585,NA
81586,NA
81587,NA
81588,NA
81589,NA
81590,NA
81591,NA
81592,NA
81593,NA
81594,NA
81595,NA
81596,NA
81597,NA
81598,NA
81599,NA
81600,NA
81601,NA
81602,NA
81603,NA
81604,NA
81605,NA
81606,NA
81607,NA
81608,NA
81609,NA
81610,NA
81611,NA
81612,NA
81613,NA
81614,NA
81615,NA
81616,NA
81617,NA
81618,NA
81619,NA
81620,NA
81621,NA
81622,NA
81623,NA
81624,NA
81625,NA
81626,NA
81627,NA
81628,NA
81629,NA
81630,NA
81631,NA
81632,NA
81633,NA
81634,NA
81635,NA
81636,NA
81637,NA
81638,NA
81639,NA
81640,NA
81641,NA
81642,NA
81643,NA
81644,NA
81645,NA
81646,NA
81647,NA
81648,NA
81649,NA
81650,NA
81651,NA
81652,NA
81653,NA
81654,NA
81655,NA
81656,NA
81657,NA
81658,NA
81659,NA
81660,NA
81661,NA
81662,NA
81663,NA
81664,NA
81665,NA
81666,NA
81667,NA
81668,NA
81669,NA
81670,NA
81671,NA
81672,NA
81673,NA
81674,NA
81675,NA
81676,NA
81677,NA
81678,NA
81679,NA
81680,NA
81681,NA
81682,NA
81683,NA
81684,NA
81685,NA
81686,NA
81687,NA
81688,NA
81689,NA
81690,NA
81691,NA
81692,NA
81693,NA
81694,NA
81695,NA
81696,NA
81697,NA
81698,NA
81699,NA
81700,NA
81701,NA
81702,NA
81703,NA
81704,NA
81705,NA
81706,NA
81707,NA
81708,NA
81709,NA
81710,NA
81711,NA
81712,NA
81713,NA
81714,NA
81715,NA
81716,NA
81717,NA
81718,NA
81719,NA
81720,NA
81721,NA
81722,NA
81723,NA
81724,NA
81725,NA
81726,NA
81727,NA
81728,NA
81729,NA
81730,NA
81731,NA
81732,NA
81733,NA
81734,NA
81735,NA
81736,NA
81737,NA
81738,NA
81739,NA
81740,NA
81741,NA
81742,NA
81743,NA
81744,NA
81745,NA
81746,NA
81747,NA
81748,NA
81749,NA
81750,NA
81751,NA
81752,NA
81753,NA
81754,NA
81755,NA
81756,NA
81757,NA
81758,NA
81759,NA
81760,NA
81761,NA
81762,NA
81763,NA
81764,NA
81765,NA
81766,NA
81767,NA
81768,NA
81769,NA
81770,NA
81771,NA
81772,NA
81773,NA
81774,NA
81775,NA
81776,NA
81777,NA
81778,NA
81779,NA
81780,NA
81781,NA
81782,NA
81783,NA
81784,NA
81785,NA
81786,NA
81787,NA
81788,NA
81789,NA
81790,NA
81791,NA
81792,NA
81793,NA
81794,NA
81795,NA
81796,NA
81797,NA
81798,NA
81799,NA
81800,NA
81801,NA
81802,NA
81803,NA
81804,NA
81805,NA
81806,NA
81807,NA
81808,NA
81809,NA
81810,NA
81811,NA
81812,NA
81813,NA
81814,NA
81815,NA
81816,NA
81817,NA
81818,NA
81819,NA
81820,NA
81821,NA
81822,NA
81823,NA
81824,NA
81825,NA
81826,NA
81827,NA
81828,NA
81829,NA
81830,NA
81831,NA
81832,NA
81833,NA
81834,NA
81835,NA
81836,NA
81837,NA
81838,NA
81839,NA
81840,NA
81841,NA
81842,NA
81843,NA
81844,NA
81845,NA
81846,NA
81847,NA
81848,NA
81849,NA
81850,NA
81851,NA
81852,NA
81853,NA
81854,NA
81855,NA
81856,NA
81857,NA
81858,NA
81859,NA
81860,NA
81861,NA
81862,NA
81863,NA
81864,NA
81865,NA
81866,NA
81867,NA
81868,NA
81869,NA
81870,NA
81871,NA
81872,NA
81873,NA
81874,NA
81875,NA
81876,NA
81877,NA
81878,NA
81879,NA
81880,NA
81881,NA
81882,NA
81883,NA
81884,NA
81885,NA
81886,NA
81887,NA
81888,NA
81889,NA
81890,NA
81891,NA
81892,NA
81893,NA
81894,NA
81895,NA
81896,NA
81897,NA
81898,NA
81899,NA
81900,NA
81901,NA
81902,NA
81903,NA
81904,NA
81905,NA
81906,NA
81907,NA
81908,NA
81909,NA
81910,NA
81911,NA
81912,NA
81913,NA
81914,NA
81915,NA
81916,NA
81917,NA
81918,NA
81919,NA
81920,NA
81921,NA
81922,NA
81923,NA
81924,NA
81925,NA
81926,NA
81927,NA
81928,NA
81929,NA
81930,NA
81931,NA
81932,NA
81933,NA
81934,NA
81935,NA
81936,NA
81937,NA
81938,NA
81939,NA
81940,NA
81941,NA
81942,NA
81943,NA
81944,NA
81945,NA
81946,NA
81947,NA
81948,NA
81949,NA
81950,NA
81951,NA
81952,NA
81953,NA
81954,NA
81955,NA
81956,NA
81957,NA
81958,NA
81959,NA
81960,NA
81961,NA
81962,NA
81963,NA
81964,NA
81965,NA
81966,NA
81967,NA
81968,NA
81969,NA
81970,NA
81971,NA
81972,NA
81973,NA
81974,NA
81975,NA
81976,NA
81977,NA
81978,NA
81979,NA
81980,NA
81981,NA
81982,NA
81983,NA
81984,NA
81985,NA
81986,NA
81987,NA
81988,NA
81989,NA
81990,NA
81991,NA
81992,NA
81993,NA
81994,NA
81995,NA
81996,NA
81997,NA
81998,NA
81999,NA
82000,NA
82001,NA
82002,NA
82003,NA
82004,NA
82005,NA
82006,NA
82007,NA
82008,NA
82009,NA
82010,NA
82011,NA
82012,NA
82013,NA
82014,NA
82015,NA
82016,NA
82017,NA
82018,NA
82019,NA
82020,NA
82021,NA
82022,NA
82023,NA
82024,NA
82025,NA
82026,NA
82027,NA
82028,NA
82029,NA
82030,NA
82031,NA
82032,NA
82033,NA
82034,NA
82035,NA
82036,NA
82037,NA
82038,NA
82039,NA
82040,NA
82041,NA
82042,NA
82043,NA
82044,NA
82045,NA
82046,NA
82047,NA
82048,NA
82049,NA
82050,NA
82051,NA
82052,NA
82053,NA
82054,NA
82055,NA
82056,NA
82057,NA
82058,NA
82059,NA
82060,NA
82061,NA
82062,NA
82063,NA
82064,NA
82065,NA
82066,NA
82067,NA
82068,NA
82069,NA
82070,NA
82071,NA
82072,NA
82073,NA
82074,NA
82075,NA
82076,NA
82077,NA
82078,NA
82079,NA
82080,NA
82081,NA
82082,NA
82083,NA
82084,NA
82085,NA
82086,NA
82087,NA
82088,NA
82089,NA
82090,NA
82091,NA
82092,NA
82093,NA
82094,NA
82095,NA
82096,NA
82097,NA
82098,NA
82099,NA
82100,NA
82101,NA
82102,NA
82103,NA
82104,NA
82105,NA
82106,NA
82107,NA
82108,NA
82109,NA
82110,NA
82111,NA
82112,NA
82113,NA
82114,NA
82115,NA
82116,NA
82117,NA
82118,NA
82119,NA
82120,NA
82121,NA
82122,NA
82123,NA
82124,NA
82125,NA
82126,NA
82127,NA
82128,NA
82129,NA
82130,NA
82131,NA
82132,NA
82133,NA
82134,NA
82135,NA
82136,NA
82137,NA
82138,NA
82139,NA
82140,NA
82141,NA
82142,NA
82143,NA
82144,NA
82145,NA
82146,NA
82147,NA
82148,NA
82149,NA
82150,NA
82151,NA
82152,NA
82153,NA
82154,NA
82155,NA
82156,NA
82157,NA
82158,NA
82159,NA
82160,NA
82161,NA
82162,NA
82163,NA
82164,NA
82165,NA
82166,NA
82167,NA
82168,NA
82169,NA
82170,NA
82171,NA
82172,NA
82173,NA
82174,NA
82175,NA
82176,NA
82177,NA
82178,NA
82179,NA
82180,NA
82181,NA
82182,NA
82183,NA
82184,NA
82185,NA
82186,NA
82187,NA
82188,NA
82189,NA
82190,NA
82191,NA
82192,NA
82193,NA
82194,NA
82195,NA
82196,NA
82197,NA
82198,NA
82199,NA
82200,NA
82201,NA
82202,NA
82203,NA
82204,NA
82205,NA
82206,NA
82207,NA
82208,NA
82209,NA
82210,NA
82211,NA
82212,NA
82213,NA
82214,NA
82215,NA
82216,NA
82217,NA
82218,NA
82219,NA
82220,NA
82221,NA
82222,NA
82223,NA
82224,NA
82225,NA
82226,NA
82227,NA
82228,NA
82229,NA
82230,NA
82231,NA
82232,NA
82233,NA
82234,NA
82235,NA
82236,NA
82237,NA
82238,NA
82239,NA
82240,NA
82241,NA
82242,NA
82243,NA
82244,NA
82245,NA
82246,NA
82247,NA
82248,NA
82249,NA
82250,NA
82251,NA
82252,NA
82253,NA
82254,NA
82255,NA
82256,NA
82257,NA
82258,NA
82259,NA
82260,NA
82261,NA
82262,NA
82263,NA
82264,NA
82265,NA
82266,NA
82267,NA
82268,NA
82269,NA
82270,NA
82271,NA
82272,NA
82273,NA
82274,NA
82275,NA
82276,NA
82277,NA
82278,NA
82279,NA
82280,NA
82281,NA
82282,NA
82283,NA
82284,NA
82285,NA
